bemerkungen,kreditpunkte,laufnummer,modulbezeichnung,modulbezeichnung_alternativ,kuerzel,semester,id_niveau,stichwoerter,id_sprache,letzte_aenderung,anzahl_durchfuehrungen,id_leistungsnachweis,lerninhalte,aktiv,stundenplanrelevant,summerschool,id_modus,id_herkunft,neu,winterschool,bibliographie,raumanforderung,id_methode,bonus,vorschlagsnote_anteil,zwischenpruefungen_anteil,msp,schlusspruefung_anteil,praktische_arbeit_anteil,id_modultyp,min_studis,max_studis,studis_geschaetzt,modulnummer
"Daran Denken: Zulassung Studis zu '"HLS - EDU IM2 MT '" beantragen",3,B-LS-MT 023,Pr. Materialprüfung,Praktikum Materialprüfung,kPrMP,5,,"Praktische Analysen an Metallen, Polymeren, Keramiken und anisotropen Kompositmaterialien / Statische und dynamische Zug- und Druckversuche, Vickers Härteprüfung / Phasenanalyse mittels Röntgendiffraktion, metallografische Präparation und Untersuchungen der Mikrostruktur / Mikroskopische Analysen von Frakturen und Ermüdungsbrüchen mittels Rasterelektronenmikroskop, inkl. Elementaranalyse (Energiedispersive Röntgenspektroskopie) / Einfluss thermomechanischer Behandlungen und Korrosion.",1,2021-06-28,3,27,"<ul>
 <li><font face=Arial size=2>Praktische Analysen an Metallen, Polymeren, Keramiken und anisotropen Kompositmaterialien</font></li>
 <li><font face=Arial size=2>Statische (dynamische) Zugversuche bei Raum- und erhöhter Temperatur</font></li>
 <li><font face=Arial size=2>Bruchzähigkeit mittels Kerbschlagversuch</font></li>
 <li><font face=Arial size=2>Vickers Härteprüfung</font></li>
 <li><font face=Arial size=2>Phasenanalyse mittels Röntgendiffraktion</font></li>
 <li><font face=Arial size=2>metallografische Präparation und Untersuchungen der Mikrostruktur</font></li>
 <li><font face=Arial size=2>Mikroskopische Analysen von Frakturen und Ermüdungsbrüchen mittels Rasterelektronenmikroskop, inkl. Elementaranalyse (Energiedispersive Röntgenspektroskopie)</font></li>
 <li><font face=Arial size=2>Einfluss elektrochemischer Behandlungen und Korrosion</font></li>
 <li><font face=Arial size=2>Bestimmung des E-Moduls und Wandstärken mittels Ultraschall</font><font
     size=2>&nbsp;</font></li>
 <li><font face=Arial size=2>Zerstörungsfreie Werkstoffprüfung anhand von Wirbelstromprüfung, Ultraschallprüfung und Röntgenprüfung</font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,2,MT,f,f,,,,f,,,,,100,2,1,15,40,317
" Wird 2 x durchgeführt (je mit 50% der Teilnehmenden), zusätzliche 7 Lektionen für zweite Durchführung des Praktikums

unbedingt vormittags (kann da nur von MT besuchtauch MO bis DO vormittag eingeplant werd",3,B-LS-MT 024,Therapeutische Systeme I,Therapeutische Systeme und Technologien I,TS&T1,4,,"Dialyseverfahren / Stosswellenlithotripsie / Externe und implantierbare Infusionspumpen / Computergestützte Chirurgie / Navigationssysteme / Registrierung / Herz-Lungen-Maschine / Hoch-Frequenz-Chirurgie / Zur Vertiefung Praktika zu den Themen Dialyse, Infusionssysteme, Navigation und Hoch-Frequenz-Chirurgie.",1,2021-08-12,2,52,"<ul>
 <li><font face=Arial size=2>Beatmungs- und Narkosetechnik</font></li>
 <ul>
  <li><font face=Arial size=2>Medizinische Grundlagen</font></li>
  <li><font face=Arial size=2>Funktionsweise</font></li>
  <li><font face=Arial size=2>Beatmungsmodi</font></li>
 </ul>
 <li><font face=Arial size=2>Blutreinigungssysteme</font></li>
 <ul>
  <li><font face=Arial size=2>Physikalische und technische Grundlagen</font></li>
  <li><font face=Arial size=2>Verschiedene Dialyseverfahren</font></li>
 </ul>
 <li><font face=Arial size=2>Extrakorporale Stosswellenlithotripsie</font></li>
 <ul>
  <li><font face=Arial size=2>Physikalisches Grundprinzip und medizinische Indikationen</font></li>
  <li><font face=Arial size=2>Erzeugung von Stosswellen</font></li>
  <li><font face=Arial size=2>Systemkomponenten</font></li>
  <li><font face=Arial size=2>Klinische Effizienz</font></li>
 </ul>
 <li><font face=Arial size=2>Infusionstechnik</font></li>
 <ul>
  <li><font face=Arial size=2>Schwerkraftinfusion</font></li>
  <li><font face=Arial size=2>Infusionspumpe</font></li>
  <li><font face=Arial size=2>Infusionsspritzenpumpe</font></li>
  <li><font face=Arial size=2>Implantierbare Pumpen</font></li>
 </ul>
 <li><font face=Arial size=2>Computergestützte Chirurgie</font></li>
 <ul>
  <li><font face=Arial size=2>Stereotaxie</font></li>
  <li><font face=Arial size=2>Navigationssysteme</font></li>
  <li><font face=Arial size=2>Registrierung</font></li>
 </ul>
 <li><font face=Arial size=2>Herz-Lungen-Maschine</font></li>
 <ul>
  <li><font face=Arial size=2>Komponenten und Funktionsprinzip</font></li>
 </ul>
 <li><font face=Arial size=2>HF-Chirurgie</font></li>
 <ul>
  <li><font face=Arial size=2>Physikalische und technische Grundlagen</font></li>
  <li><font face=Arial size=2>Wirkungsweise</font></li>
  <li><font face=Arial size=2>Betriebsarten</font></li>
 </ul>
 <li><font face=Arial size=2>Sicherheitshinweise</font><font size=2>&nbsp;</font></li>
</ul>",t,t,f,1,MT,f,f,,,,f,25,,,75,,2,1,20,40,283
"die 2 Durchführungen sollen zeitgleich stattfinden

Idealerweise abends ( nicht mehr freitags)",3,B-LS-KT 016a,Spoken Academic English (FS),Spoken Academic English (Frühjahr),E3a,2,,"Speaking, oral comprehension and planning and performance of effective presentations / Development of fluency and clear, natural pronunciation / Elements of phonetics and idea of English as a stressed-timed language / Comprehension development with audio and video material from native speakers in academic and scientific contexts / Student evaluation via a listening comprehension test and a scientific presentation in front of peers. Target level at end of course: C1",2,2021-05-22,2,61,"<div><font face=Arial size=2>Focus on speaking and oral comprehension in academic and scientific contexts. Students learn to present research and to present their analysis of others’ work. They improve their ability to speak fluently and with clear, natural pronunciation, in both a formal and informal register; they learn elements of phonetics and the concept of English as a stressed-timed language. Oral comprehension is tested and developed with academic and scientific audio and video material from native speakers. Students are evaluated with a listening comprehension test and a course-related scientific presentation in front of their peers.</font></div>

<div>&nbsp;</div>

<ul>
 <li><font face=Arial size=2>Functions</font></li>
 <ul>
  <li><font face=Arial size=2>Expressing concepts precisely</font></li>
  <li><font face=Arial size=2>Synthesizing and evaluating information</font></li>
  <li><font face=Arial size=2>Hypothesising about causes, consequences etc.</font></li>
  <li><font face=Arial size=2>Expressing shades of opinion and certainty</font></li>
  <li><font face=Arial size=2>Criticising and reviewing</font></li>
  <li><font face=Arial size=2>Developing a systematic argument </font></li>
  <li><font face=Arial size=2>Emphasis</font></li>
  <li><font face=Arial size=2>Defending a point of view persuasively</font></li>
  <li><font face=Arial size=2>Responding to counterarguments</font></li>
  <li><font face=Arial size=2>Discourse markers</font></li>
 </ul>
 <li><font face=Arial size=2>Grammar structures</font></li>
 <ul>
  <li><font face=Arial size=2>Revision of all tenses </font></li>
  <li><font face=Arial size=2>Phrasal Verbs</font></li>
  <li><font face=Arial size=2>Passive forms</font></li>
  <li><font face=Arial size=2>Adverbs</font></li>
  <li><font face=Arial size=2>Inversion</font></li>
 </ul>
 <li><font face=Arial size=2>Vocabulary</font></li>
 <ul>
  <li><font face=Arial size=2>Collocations</font></li>
  <li><font face=Arial size=2>Approximating </font></li>
  <li><font face=Arial size=2>Differentiated use of vocabulary</font></li>
  <li><font face=Arial size=2>Formal and informal registers</font></li>
  <li><font face=Arial size=2>Idiomatic expressions</font><font size=2>&nbsp;</font></li>
 </ul>
</ul>",t,t,f,1,KT,f,f,,,,f,30,,,70,,1,1,40,60,164
idealerweise nachmittags,3,B-LS-KT 024,Ethik Ingenieurwissenschaften,Ethik für Ingenieurwissenschaftlerinnen und -wissenschaftler,EING,3,,"Grundlagen der Ethik / Evaluation von ethischen Argumenten / Ethische Theorien und Methoden / Relevanz ethischer Argumentation in technischen Bereichen: Maschinendesign, Gefahren und Risiken im Vergleich zum gewinnbringenden Nutzen von technischen Systemen für die Menschheit / Aktuelle Wirtschafts- und Organisationsstrukturen und deren ethische Dilemmas / Unvorhersehbarkeit von Risiken und Nutzen der künstlichen Intelligenz und deren moralische und juristische Konflikte.",1,2021-05-22,1,52,"<div><font face=Arial size=2>In diesem Kurs werden</font></div>

<ol>
 <li><font face=Arial size=2>Grundkenntnisse zu den Prinzipien des ethischen Denkens vermittelt </font></li>
 <li><font face=Arial size=2>Die Anwendung dieser ethischen Prinzipien auf die Ingenieurpraxis untersucht</font></li>
 <li><font face=Arial size=2>Aktuelle Sichtweisen/Meinungen zu den Herausforderungen, die das explosive Wachstum der Kraft künstlicher Intelligenz mit sich bringt, diskutiert</font></li>
</ol>

<ul>
 <li><font face=Arial size=2>Woche 1: <u>Die Verantwortlichkeiten der Ingenieure</u>: der Unterschied zwischen aktiver und passiver Verantwortung, die Bedingungen der Schuld, und die beruflichen Ideale.</font></li>
 <li><font face=Arial size=2>Woche 2: <u>Verhaltensregeln</u>: </font><font
     face=Arial size=2 color=gray>&nbsp;</font><font face=Arial size=2>Verständnis der Rolle von Verhaltenskodizes in Bezug auf die Verantwortung von Ingenieuren.</font></li>
 <li><font face=Arial size=2>Woche 3: <u>Grundlagen der Ethik</u>: der Unterschied zwischen normativer, angewandter und Metaethik.</font></li>
 <li><font face=Arial size=2>Woche 4: <u>Evaluation von ethischen Argumenten</u>: Wie begründen wir ethische Vorstellungen?</font></li>
 <li><font face=Arial size=2>Woche 5: <u>Ethische Theorien und Methoden</u>: Der Utilitarismus, die deontologische Ethik, und die Tugendethik.</font></li>
 <li><font face=Arial size=2>Woche 6: <u>Ethische Fragen bei der Gestaltung von Technologien</u>: Ethische Fragen während des Designprozesses, Kompromisse und Wertkonflikte, sowie regulatorische Rahmenbedingungen.</font></li>
 <li><font face=Arial size=2>Woche 7: <u>Ethische Aspekte technischer Risiken</u>: Die Verantwortung des Ingenieurs in Bezug auf Sicherheit, Risikobewertung und Risikokommunikation. </font></li>
 <li><font face=Arial size=2>Woche 8: <u>Künstliche Intelligenz</u>: das Ende der Menschheit?</font></li>
 <li><font face=Arial size=2>Woche 9: <u>Künstliche Intelligenz</u>: Risiken und Nutzen.</font></li>
 <li><font face=Arial size=2>Woche 10: <u>Künstliche Intelligenz</u>: Moralische und juristische Konflikte. </font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,2,KT,f,f,,,,f,50,,,50,,1,1,60,40,181
,3,B-LS-MI 002a,Einführung in die Programmierung ,Einführung in die Programmierung (Frühjahrs-Semester),EPa,2,1,Algorithmisches Denken / Grundbausteine von Programmiersprachen / Problemlösung mit einer Skriptsprache (Python) / Automatisierte Datenverarbeitung mit Office-Tools.,1,2021-05-21,2,52,"<ul>
 <li><font face=Arial size=2>Algorithmik</font></li>
 <ul>
  <li><font face=Arial size=2>Definition eines Algorithmus</font></li>
  <li><font face=Arial size=2>Ablauf eines Algorithmus</font></li>
  <li><font face=Arial size=2>Vom Algorithmus zum Programm</font></li>
 </ul>
 <li><font face=Arial size=2>Programmieren (Hintergrund)</font></li>
 <ul>
  <li><font face=Arial size=2>Programmiersprachen</font></li>
  <li><font face=Arial size=2>Interpretierte vs Compilierte Sprachen</font></li>
  <li><font face=Arial size=2>Entwicklungs- und Ablaufumgebungen</font></li>
 </ul>
 <li><font face=Arial size=2>Programmieren (Praktisch, mit Python)</font></li>
 <ul>
  <li><font face=Arial size=2>Kontrollstrukturen</font></li>
  <ul>
   <li><font face=Arial size=2>Schleifen, Verzweigungen, Bedingungen</font></li>
  </ul>
  <li><font face=Arial size=2>Datenstrukturen</font></li>
  <ul>
   <li><font face=Arial size=2>Skalare, Listen, Hashes</font></li>
  </ul>
  <li><font face=Arial size=2>Funktionen / Methoden</font></li>
  <li><font face=Arial size=2>Module</font></li>
  <li><font face=Arial size=2>Einsatz von bestehenden Bibliotheken (z.B. Input/Output (Dateien, Excel), Mathematik (z.B. Matrizen))</font></li>
  <li><font face=Arial size=2>Alternative, einfache Programmierumgebungen (z.B. VBA, R, JavaScript) als Demonstration</font></li>
  <li><font face=Arial size=2>Viele praktische Übungen</font><font size=2>&nbsp;</font></li>
 </ul>
</ul>",t,t,f,2,MI,f,f,,,,f,,,,100,,2,1,80,120,93
"
Oliver Mülken 2 Durchführungen klassisch mit je 50 Studierenden
Julia Rausenberger: 2 Durchführungen eduscrum 
mit je 30 Studierenden
Oliver und Julia parallel
Paul Fansi: 1 Durchführung klassisch m
mit45 Studierenden (MI oder DO ab 16:30)",3,B-LS-KT 039,Grdl. Mathe - Analysis I,Analysis I - Grundlagen Mathematik,A1GM,1,,"Grundlagen (Zahlenmengen, Rechnen mit reellen Zahlen, Folgen und Reihen) / Funktionen mit einer Variablen (allgemeine Begriffe und elementare Funktionen) / Einführung Differentialrechnung mit einer Variablen (Differentialbegriff, Ableitungen elementarer Funktionen, Ableitungsregeln, Anwendungen) / Einführung in Integralrechnung mit einer Variablen (Stammfunktion, bestimmtes Integral, elementare Integrationsregeln, Anwendungen) / Einsatz von Matlab/Excel.",1,2021-11-03,5,52,"<ul>
 <li><font face=Arial size=2>Grundlagen</font></li>
 <ul>
  <li><font face=Arial size=2>Zahlenmengen, Rechnen mit reellen Zahlen, Gleichungen lösen</font></li>
  <li><font face=Arial size=2>Folgen: Definition und Eigenschaften (Beschränktheit, Konvergenz/Divergenz), spezielle Folgen (arithmetische, geometrische, Eulersche Zahl) </font></li>
  <li><font face=Arial size=2>Reihen: Definition und Eigenschaften (Konvergenz/Divergenz), geometrische Reihe</font></li>
 </ul>
 <li><font face=Arial size=2>Funktionen mit einer Variablen</font></li>
 <ul>
  <li><font face=Arial size=2>Darstellungsweisen (analytisch, tabellarisch, graphisch) und Eigenschaften (Nullstellen, Symmetrie, Umkehrbarkeit, Verkettung von Funktionen)</font></li>
  <li><font face=Arial size=2>Elementare Funktionen (Polynome, Potenz- und Wurzelfunktionen, trigonometrische Funktionen, Exponential- und Logarithmusfunktion)</font></li>
 </ul>
 <li><font face=Arial size=2>Einführung Differentialrechnung mit einer Variablen</font></li>
 <ul>
  <li><font face=Arial size=2>Differentialbegriff als Steigung einer Funktion</font></li>
  <li><font face=Arial size=2>Graphisches Ableiten und Ableitungen elementarer Funktionen </font></li>
  <li><font face=Arial size=2>Ableitungsregeln (Faktor-, Summen-, Produkt-, Quotienten-, Kettenregel)</font></li>
  <li><font face=Arial size=2>Höhere Ableitungen</font></li>
  <li><font face=Arial size=2>Anwendungen: Linearisierung, Extremstellen, Wendepunkte</font></li>
 </ul>
 <li><font face=Arial size=2>Einführung in Integralrechnung mit einer Variablen</font></li>
 <ul>
  <li><font face=Arial size=2>Integration als Umkehrung der Differentiation</font></li>
  <li><font face=Arial size=2>Integrale von elementaren Funktionen</font></li>
  <li><font face=Arial size=2>Linearität des Integrals</font></li>
  <li><font face=Arial size=2>Hauptsatz der Differential- und Integralrechnung</font></li>
  <li><font face=Arial size=2>Anwendungen: Flächenberechnung, Kumulative Veränderung und Mittelwert einer Funktion</font></li>
 </ul>
 <li><font face=Arial size=2>Einsatz von Matlab und Excel</font></li>
 <ul>
  <li><font face=Arial size=2>Erste Schritte mit der Programmiersprache Matlab</font></li>
  <ul>
   <li><font face=Arial size=2>Rechnen und visualisieren</font></li>
   <li><font face=Arial size=2>Elementare Programmierung</font><font size=2>&nbsp;</font></li>
  </ul>
  <li><font face=Arial size=2>Arbeiten mit ausgewählten Funktionen in Excel</font><font
      size=2>&nbsp;</font></li>
 </ul>
</ul>",t,t,f,1,KT,f,f,,,,f,,,,100,,1,1,40,255,101
,6,M-SMI-MSc 090,User-Centered Design and Design Thinking,,UCDDT,1,,,,2021-05-21,1,,,t,t,f,22,,f,f,,,,f,,,,,,1,1,400,30,279
,3,M-SLS-MSc BP4,Regulatory Affairs,,RA,2,,,2,2021-05-04,1,,,t,t,f,19,,f,f,,,,f,,,,,,1,1,400,10,448
,3,M-SLS-MSc E2,Life Cycle Assessment,,LCA,1,,,2,2021-05-04,1,,,t,t,f,18,,f,f,,,,f,,,,,,1,1,400,10,449
,3,M-SLS-MSc BECS2,Machine Learning and Pattern Recognition,,MLPR,1,,,2,2021-05-04,1,,,t,t,f,18,,f,f,,,,f,,,,,,1,1,400,10,447
,3,M-SLS-MSc E3,Sustainable Development Natural Resource Management,,SDNRM,1,,,2,2021-05-04,1,,,t,t,f,19,,f,f,,,,f,,,,,,1,1,400,10,451
,1,M-SLS-MSc E4,Ecological Infrastructure in Landscapes,,EIL,1,,,2,2021-05-04,1,,,t,t,f,21,,f,f,,,,f,,,,,,1,1,400,10,452
,3,M-SLS-MSc F4,"Sustainable Sourcing, Processing and Tracing of Food",,SSPTF,2,,,2,2021-05-04,1,,,t,t,f,18,,f,f,,,,f,,,,,,1,1,400,10,456
,3,M-SLS-MSc F2,Nutrition and Nutrition Related Chronic Diseases,,NNRCD,1,,,2,2021-05-04,1,,,t,t,f,21,,f,f,,,,f,,,,,,1,1,400,10,454
,3,M-SLS-MSc F3,Foodomics,,F,2,,,2,2021-05-04,1,,,t,t,f,17,,f,f,,,,f,,,,,,1,1,400,10,455
,6,M-SMI-MSc 080,Knowledge Processing and Decision Making,,KPDM,2,,,2,2021-05-17,1,,,t,t,f,22,,f,f,,,,f,,,,,,1,1,400,30,277
,3,M-SLS-MSc F1,Progresses in Food Processing,,PFP,1,,,2,2021-05-21,1,,,t,t,f,29,,f,f,,,,f,,,,,,1,1,400,10,453
,3,B-LS-MI 017,Med. Bildverarbeitung II,Medizinische Bildverarbeitung und Bildanalyse II,BVM2,5,,"Image-Analyse (Feature-Detektion, -Deskription, -Klassifikation, Bild-Segmentierung, Daten-Registrierung) / Rendering-Techniken zur qualitativen Informations-Gewinnung",1,2021-05-22,1,52,"<ul>
 <li><font face=Arial size=2>Merkmale (Detektion, Beschreibung &amp; Klassierung)</font></li>
 <ul>
  <li><font face=Arial size=2>Template-Matching</font></li>
  <li><font face=Arial size=2>Hough-Transformation</font></li>
  <li><font face=Arial size=2>Form-Merkmale und Textur-Merkmale</font></li>
  <li><font face=Arial size=2>Merkmalsraum &amp; Klassifikation</font></li>
 </ul>
 <li><font face=Arial size=2>Bild-Segmentierung</font></li>
 <ul>
  <li><font face=Arial size=2>Grundlegendes und elementare Ansätze</font></li>
  <li><font face=Arial size=2>Segmentierung als Klassifikationsproblem</font></li>
  <li><font face=Arial size=2>Segmentierung als Optimierungsproblem</font></li>
  <li><font face=Arial size=2>Ausblick: Deep Learning mit CNN</font></li>
 </ul>
 <li><font face=Arial size=2>Surface-Daten &amp; Processing</font></li>
 <ul>
  <li><font face=Arial size=2>Mesh-Daten, Erzeugung (Marging Cubes)</font></li>
  <li><font face=Arial size=2>rigide Registrierung, ICP</font></li>
  <li><font face=Arial size=2>Statistische Formmodelle</font></li>
 </ul>
 <li><font face=Arial size=2>Bild-Registrierung</font></li>
 <ul>
  <li><font face=Arial size=2>rigide, affine Registrierung</font></li>
  <li><font face=Arial size=2>elastische Registrierung</font></li>
  <li><font face=Arial size=2>Long Rang Matching, RANSAC</font></li>
 </ul>
 <li><font face=Arial size=2>Visualisierung medizinischer Bilddaten</font></li>
 <ul>
  <li><font face=Arial size=2>Surface Rendering: Phong-Modell und Shading</font></li>
  <li><font face=Arial size=2>Volume-Rendering: MIP, DDR, SSD</font></li>
 </ul>
 <li><font face=Arial size=2>Volume-Rendering: Strahlenmodell</font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,2,MI,f,f,,,,f,,,,100,,2,1,60,45,280
